"","external_gene_name","log2FC_TSC","pval_TSC","padj_TSC","log2FC_HCR","pval_HCR","padj_HCR","Ratio"
"75","Ngdn",0.710916192370703,0.0000212526937919455,0.000209046747385925,0.39708500653135,0.0308566138514332,0.363768782247498,1.79033753649063
"76","Dhrs4",0.636117731897236,0.000447882149724591,0.00289315070998904,0.21767635485795,0.0433578959640793,0.421359405879661,2.92230973966993
"77","Laptm4b",-1.00144215056655,0.0000217353072784041,0.000213172720251123,-0.0990652634338876,0.0412206914198881,0.409967450839938,10.1089132139125
"78","Dcaf13",0.390866161454493,0.0000164151486479802,0.000166709563194499,0.110555058802264,0.0350717578372155,0.384823838259919,3.53548870299627
"79","Enpp2",0.779547375404833,0.00197883201447668,0.0102803033463687,0.143841231652901,0.0458137037819446,0.42957834356844,5.4194987518317
"80","Nell2",3.77252670565283,4.26755873866904e-10,1.28399507932254e-08,0.0534605820458953,0.0243403310312392,0.325264827199059,70.5665101516133
"81","Pmm1",1.68486736705097,5.79836288347155e-24,1.06381051206648e-21,0.102940461694287,0.0489186435185214,0.440248239850738,16.3673966419026
"82","Gpt",0.590972980762444,0.000307485670548754,0.00211063466172933,0.273116981170782,0.000482199662124081,0.047413492541694,2.16380899579768
"83","Chkb",0.461952821603644,0.0044156181843511,0.0199174824515399,0.209452525732832,0.0105523105710281,0.214059799214269,2.20552518995588
"84","Bbx",0.539994592727139,0.00166870766622663,0.008885210314902,0.221694469900307,0.000266241269817195,0.0334913668853283,2.43576031901006
"85","Dlg1",-0.74727039901105,1.47739277678002e-12,6.63215762746542e-11,-0.226211419791092,0.027650417930734,0.34373777192043,3.30341589165198
"86","Mylk",-0.738673104840941,0.00239376450692035,0.0120394371609978,-0.0554042532371595,0.0327574967018066,0.372359015623699,13.3324259724074
"87","Kpna1",-0.404506286711785,0.0000531596835469183,0.000463232988429754,-0.25408468644715,0.00145379182657018,0.0810422266643049,1.59201364068008
"88","Ifngr2",-0.424017082861413,0.00274388708744269,0.0134751440642843,-0.431727699635669,0.0000561331161880855,0.0141468070945981,0.982140092514882
"89","Il10rb",0.482227822717149,0.0328593504116164,0.0986189501418338,0.129244026332458,0.0267617918244917,0.339028901728101,3.73114206049803
"90","Tuba1b",1.06408451122899,0.000225328691420572,0.00162396369875655,0.160999927625394,0.0478387223026782,0.43628372219093,6.60922353769529
"91","Msrb2",0.604373293065996,0.00000184354087468989,0.0000237535316212906,0.612108271986319,0.00150264957663332,0.0815305072700059,0.98736338116258
"92","Rfc2",-0.356409710694325,0.0111110576459745,0.042230025220987,-0.758453751551328,3.36723206520105e-07,0.000541571174372372,0.469916207765247
"93","Pla2g7",-0.909659960445302,0.00105671150591988,0.00605439019294696,-0.562418535141225,0.00026075548362782,0.0329855686789192,1.61740750634558
"94","Cyp39a1",0.724777978449707,0.0118905582143617,0.0444618369739059,0.0695775521712862,0.0466726458751699,0.433015231632139,10.4168364053028
"95","Fbxl17",-0.321680134019416,0.0283381210494775,0.0881044658674029,-0.125247965069375,0.0134944096771831,0.244190881754109,2.56834619102385
"96","Mtch1",0.400140560566893,0.000670046368473139,0.0041261264697038,0.223790173163266,0.0159338051736874,0.263036283794662,1.78801667164791
"97","Pim1",-1.83418891493254,4.06277388363224e-07,0.00000620032191517437,-0.146274457614504,0.00233571884910107,0.0981983680012493,12.5393656886182
"98","Svil",-0.206857320903993,0.049401290053157,0.134018657970219,-0.127274782485664,0.00858531421720229,0.194423433614125,1.62528127618127
"99","Afg3l2",0.735110935343154,1.32529439973711e-11,5.00439466961134e-10,0.194164710016809,0.00636869442732311,0.165021740414309,3.78601721847145
"100","Cd74",0.90564947776507,0.00266731495339439,0.0131642131866503,0.174654418835216,0.0240426995012916,0.323487819702621,5.18537969897881
"101","Camk2a",-0.924069127103827,7.7047792642611e-11,2.60097938402926e-09,-0.14332945050644,0.0363994410578044,0.389394670140389,6.44716856053466
"102","Mrpl16",0.268171979366458,0.0297130521257054,0.0913028594265031,0.161284642748742,0.00764783436253773,0.183003492392415,1.66272482485658
"103","Jak2",-1.34364600401533,2.09753837911658e-15,1.42186145787586e-13,-0.292795773103975,0.000630375127476032,0.0535628556429352,4.58902117940816
"104","Drap1",-0.348863293446069,0.0312623860015112,0.0950428338111506,-0.182391322356898,0.00188813615477914,0.089130318233044,1.91271870250178
"105","Slc1a1",2.75270213766077,2.77722367281437e-39,1.7361762360531e-36,0.132976158828252,0.0341353400250642,0.379380775589521,20.7007193012401
"106","Scyl1",-0.652009415837002,1.27043110527328e-08,2.75270945133602e-07,-0.560673168054316,0.0371509554829152,0.39202333348228,1.16290461714023
"107","Pcyt2",0.893780855261549,9.36232550152803e-08,0.00000165950104555706,0.15777968822028,0.00789826814830338,0.186281928979077,5.66473964642215
"108","Csnk1d",-0.212673270953944,0.00482200177979472,0.0213455462998046,-0.132120188012479,0.020002855379349,0.294628713199304,1.60969549130415
"109","Cpn1",1.25437479655081,0.0315303845707956,0.0956608449023835,0.192363990845001,0.00478786999262947,0.142227531166277,6.52083995055776
"110","Mgea5",-0.292144426098815,0.0409647136472756,0.116640249941357,-0.275943998800064,0.000258746966745329,0.0329164149729072,1.0587091126069
"111","Cd63",0.632762326944692,0.00000108866120262576,0.0000147831958480452,0.501114043719456,0.000469526741298894,0.0469881494836764,1.26271122287472
"112","Atp5b",0.192103947614299,0.0417069733174866,0.118295901971498,0.0738283024218056,0.0346844162417757,0.381901711743796,2.60203663517475
"113","Pias2",-0.431155216623019,0.000263239703848596,0.00185169841249236,-0.165764116356341,0.0200065418342469,0.294628713199304,2.6010165897194
"114","Fuom",0.445465705782036,0.000140390521048443,0.00107321177752566,0.305732215893903,0.00607839331844629,0.161399979188037,1.45704535742031
"115","Ptdss2",-0.268133702110104,0.0387488844621047,0.111706647452752,-0.214918586508922,0.00178053425530426,0.0874496610735086,1.24760592587916
"116","Wdr73",0.634336943732337,0.00289464303468722,0.0140924948896699,0.3095650447227,0.0000903650696584393,0.0191957572971611,2.04912329265263
"117","Pgm1",-1.01212276958261,6.54567384969683e-08,0.00000121678886463693,-0.228684947473331,0.0450756064210918,0.427704296670971,4.42583904522462
"118","Slco5a1",1.04857607470428,0.00000101090193482632,0.0000138162054720109,0.385081513211599,0.0000979156462099822,0.0202272165661483,2.72299769978336
"119","Col3a1",1.02474279034659,0.000178685552138766,0.00133275891937704,0.371911023850803,0.030889954336652,0.363780910982423,2.75534395226122
"120","Tuba4a",-0.459941618096476,0.000196559470571698,0.00144563281210444,-0.202008587240869,0.00237412358438307,0.0989965569436179,2.27684191240869
"121","Dnpep",0.277203331257457,0.0117709769662889,0.0441418174214599,0.105172896311995,0.0475630217355837,0.435147361553691,2.6356917131495
"122","Serpinb8",1.7306937294656,5.4549992093389e-12,2.22941723134216e-10,0.103875963442484,0.00300033059452225,0.11241005656715,16.6611569424709
"123","Dbi",0.751715098646725,0.0000160021762251657,0.000162711284641309,0.264341551447956,0.00169152401693514,0.0855017697314362,2.84372658981963
"124","Ddx59",-0.595475611274902,0.000937602829498128,0.00546659694614815,-0.0949015738315406,0.0357627451529401,0.387457608608345,6.27466528987104
"125","Nucks1",-0.258216942768473,0.0269590719910832,0.084706789439856,-0.14678142812879,0.0184004467058257,0.285149937009688,1.75919355779742
"126","Lrrn2",1.48469454536362,0.00963046437865227,0.0375973229537532,0.161451016414349,0.0197380956588609,0.292879770211894,9.1959442457351
"127","Xpr1",-0.412350113489797,0.0173102145585998,0.0596683623309696,-0.208082658932599,0.00842292439032824,0.192742874488842,1.98166495759439
"128","Rnf2",-0.323335832216733,0.00866693697529695,0.0345919198879256,-0.0960749238969765,0.0434767288244915,0.421801026616223,3.36545499180883
"129","Prrx1",0.378860313252927,0.00415341634746325,0.018962811611802,0.27403795927826,0.0178577097376953,0.28099374574681,1.38251034364268
"130","Mark1",1.36134306302826,0.000147637404965004,0.00112200439369847,0.0862324018826506,0.0316929169315585,0.367155351054918,15.7869087872659
"131","Ddr2",-0.360406212421311,0.0369203643276957,0.107712562099045,-0.277350927243502,0.000121781532794927,0.0238448241212468,1.29945919418142
"132","Bmi1",-0.457078043031196,0.000577300324446175,0.00361702010999517,-0.191363093912547,0.015247635108118,0.258143608819168,2.38853811195214
"133","Dolpp1",-0.604856391552018,0.000523185541138329,0.00331737368477605,-0.0774518983678822,0.0119350920849655,0.229378900898061,7.80944565979599
"134","Sh3glb2",0.635624914536032,0.0000278718846258829,0.000264149096350521,0.0797778062091625,0.0190032948531009,0.287820618769312,7.96744037896382
"135","Hspa5",1.08627693591465,5.84778626044949e-17,4.83846981814347e-15,0.159705397311788,0.0143916603889927,0.251274861834424,6.80175469457646
"136","Agpat2",0.69271760977618,0.00211018880830885,0.0108491857738182,0.357759847493496,0.00604895889196519,0.161064630504872,1.93626426953565
"137","Uap1l1",0.968329206862256,0.0000212189679653341,0.000208836711537536,0.120192258119241,0.0187593871351453,0.287155078261093,8.05650232398156
"138","Baz2b",-0.419455582044233,0.0247669572216129,0.0792345471841556,-0.255818249695624,0.0000309732799313022,0.0110035666332837,1.63966246561106
"139","Itga4",-0.908908347190893,0.00440815766136902,0.0198944634134352,-0.321626758407463,0.0274787354782533,0.342791516212648,2.8259724150172
"140","F2",2.49283862371423,0.000107076498892044,0.00084812023688353,0.210519056003526,0.0328479856284196,0.372635198010021,11.8413918009991
"141","Tubgcp4",0.742240246108287,5.54785566513439e-07,0.00000818551186816464,0.119244003530311,0.0045953939576822,0.140209330277954,6.22454986526524
"142","Ttl",0.623895540478644,0.000625573403461832,0.00388772219331085,0.200474394298137,0.00709105659853233,0.175847270296423,3.11209589964299
"143","Mylk2",-0.643340811558679,3.98190249626749e-07,0.00000608347859213448,-0.316147459353425,0.0296449480713278,0.357229747525622,2.03493905304322
"144","Chmp4c",2.63910963839301,6.2327457623222e-07,0.00000905357278160382,0.195976763437575,0.00128629193968539,0.0780685595846253,13.4664415928761
"145","Car2",2.48062874227127,7.07178163856075e-18,6.45214066363605e-16,0.284463002685463,0.00904482051020329,0.199083307358991,8.72039147043018
"146","Pcmtd2",-0.313939650560148,0.041256911439283,0.117313916472988,-0.152724478250132,0.0465053686402732,0.432591466192882,2.05559484738247
"147","Map1lc3a",0.847154555092045,0.0000692941779289899,0.000580743013536952,0.270313052949902,0.00315142044701706,0.11538298244794,3.13397575828146
"148","Epb41l1",0.739561949057895,0.00000682218164104066,0.0000764111505767254,0.204530715287049,0.000561479754006297,0.0503698789679673,3.61589675183972
"149","Aar2",0.333309619001081,0.00923304487223473,0.0363020182619264,0.106141837660342,0.00860519583620935,0.194423433614125,3.14022845607483
"150","Dhx35",0.323404014287344,0.0304034880986661,0.0929001585114743,0.116278298462126,0.0291850914548656,0.353442106321648,2.78129297181523
"151","Ect2",1.84945604258531,0.0482979468960913,0.131810530538632,0.0681407548441859,0.0343628591380038,0.380220392732399,27.141701714552
"152","Ppid",-0.764488269195711,1.70202694022828e-08,3.60910963870768e-07,-0.218715172651303,0.0277550847957985,0.344384075959276,3.495360015167
"153","Ccnl1",-0.312244458669911,0.0384213856870385,0.111047015241699,-0.145356242086054,0.0242002388729107,0.324741822825584,2.14813243785606
"154","Ptgfrn",0.416123328924973,0.0326311077428964,0.0981783364692242,0.204504290147529,0.00144708651645803,0.0810422266643049,2.03479021699145
"155","Trim2",-0.697837329385774,0.0209859271708631,0.069476547366251,-0.254624237367427,0.00286931399416269,0.109878134705036,2.74065555031505
"156","Arhgef2",1.42771404848597,7.48901142379316e-15,4.80635071567318e-13,0.156435794385255,0.00930057664174421,0.201985317621972,9.12651771352238
"157","Tmod1",-0.426448179726211,0.00507766279096188,0.022249706710448,-0.225755450477907,0.0100510566266932,0.210529899593723,1.88898287427149
"158","Anp32b",-0.554023589868119,0.000156397694076672,0.00118378326382069,-0.0766321455895875,0.0454218018495703,0.428651597756402,7.22964998050893
"159","Ptgr1",1.7100453313251,0.000017154355650395,0.000173590149294375,0.572714821294051,0.00106876234777524,0.0697857139429577,2.98585834999214
"160","Cntfr",-3.34264454849557,5.91643595537564e-20,6.98346311124374e-18,-0.125337097214564,0.0074413267713559,0.181142005308779,26.6692353882532
"161","Prkaa2",-0.459991026613999,0.00190299447460138,0.00997535519776295,-0.101494785052551,0.00810755542464619,0.189056552826548,4.53216415381175
"162","Eps15",-0.589147784304965,4.36162027932816e-08,8.46204467756093e-07,-0.227796974230343,0.00208764161649775,0.0930094249439207,2.58628450309982
"163","Hook1",-1.2437568738453,3.01776289035089e-09,7.65967215432069e-08,-0.334105287128929,0.000204559195168126,0.0309131503194677,3.72264948134551
"164","Ppie",-0.382774061957821,0.0311754443629808,0.094845640176112,-0.226357619611447,0.0235004534696354,0.318770910105892,1.6910146988419
"165","Trit1",0.489526140413927,0.000885495158363678,0.00520957573301517,0.125148781627516,0.0270005162895279,0.340218592776329,3.91155338508144
"166","Pef1",0.297904375952863,0.0327380479881764,0.0983704238812267,0.154456312057009,0.0317530054041642,0.367411316899058,1.92872904956392
"167","Slc30a2",-1.43586038769986,2.1741280146741e-07,0.00000353536673985396,-0.394288247337839,0.000513193215505908,0.0491726452491341,3.64165150088678
"168","Sema3a",-1.54029096386653,0.000634361429262592,0.0039384596563346,-0.086062128861955,0.0314067914346907,0.365660146191794,17.8974304288612
"169","Plekhm2",0.468020422425197,0.0036618119870575,0.0170786749183596,0.145165074882012,0.0202747940696516,0.296831949327923,3.22405663211758
"170","Necap2",0.765635720525351,1.10856172350718e-08,2.4507722709324e-07,0.12903775693054,0.02020148154374,0.296143723906506,5.93342397401938
"171","Padi2",-1.76597809382006,2.89350248408519e-18,2.75928974174429e-16,-0.613925979808565,0.000889881460660251,0.0646369704828609,2.8765325982307
"172","Gnb1",0.488067235242733,0.000300927404418719,0.00207151454289705,0.141546582945288,0.00721193902619215,0.178256016523346,3.44810326810492
"173","Ablim2",0.395407533436322,0.0000896630600380616,0.000727671078815112,0.173583281751537,0.0287510525262843,0.351055261781608,2.27791253539209
"174","Rgs12",0.738881264161558,0.00162841826907344,0.00871190870481479,0.0665564134357046,0.0186739010936832,0.286604425031843,11.1015787362902
"175","Plb1",0.606003159110918,0.013931986577438,0.0502689186491183,0.680371655425827,0.00000697305377233251,0.00461800740563562,0.890694305499302
"176","Dmp1",2.2199290009103,1.82817288475389e-08,3.81498807167196e-07,0.340238372393472,0.00109380179828934,0.0708292434796451,6.5246285576015
"177","Gpn3",-0.89566237331636,5.56051525491876e-10,1.63797446750041e-08,-0.147393287130146,0.0113034530801487,0.222482388991003,6.07668361806397
"178","P2rx4",0.479895706307424,0.04033627652469,0.115103298640785,0.162106416047848,0.0473211906264082,0.434131718024272,2.96037453672269
"179","Tspan12",0.62004169245415,0.000258372629865241,0.00182090673047824,0.202967137277081,0.026405614086088,0.336917036261537,3.05488711508848
"180","Gigyf1",-0.385297828706598,0.00398377226453297,0.0183021480819412,-0.114844613383612,0.0170044387910729,0.272802214498194,3.35494906861325
"181","Pop7",0.385600937928678,0.00509516974789424,0.0222974773592706,0.102280104095655,0.0458453480909259,0.42957834356844,3.77004835239563
"182","Tmem176b",0.541730705847555,0.00438071836506184,0.0198023956303907,0.166633016558542,0.0322913545108519,0.370782472983607,3.25104062229608
"183","Mkrn1",0.57972539830511,7.1303405250176e-07,0.0000102428100188742,0.0915426183291626,0.00424214757373108,0.134157917019245,6.33284702673212
"184","Cnbp",-0.420801165649914,0.0000166032954480552,0.000168215500520842,-0.0685588469673668,0.0387653948429818,0.400036844949322,6.13780984167091
"185","Adipor2",-0.334811389467231,0.000219237348253698,0.00158479965789044,-0.134404516825878,0.0182339183617324,0.28334930279581,2.49107245332373
"186","Ltbr",0.376141491117499,0.0229264774598526,0.0743612630754905,0.0796406438050248,0.0122565234569443,0.231809102166202,4.72298405872213
"187","Tnfrsf1a",0.447100402384703,0.0214392599165967,0.0706507747232011,0.149506753935304,0.0373969854263709,0.39293883380569,2.99050304160959
"188","Pcsk6",-0.723288979154326,0.000352082248447508,0.0023667050065892,-0.225724895209204,0.0144275883079206,0.251427755081403,3.20429422941574
"189","Ttc23",-0.487514809049393,0.0053066656465388,0.0230556523675491,-0.22300116326319,0.031378727881493,0.365660146191794,2.1861536590911
"190","Mvp",1.31801242967298,1.45292961466468e-14,8.758571059259e-13,0.220792686821826,0.0000580354145863445,0.0142894732279449,5.96945690840105
"191","Nupr1",1.39529319157075,1.16388992578275e-10,3.82949279869144e-09,0.278695758987865,0.0209629175004442,0.302578213690706,5.006510313031
"192","Acadsb",0.274015457411749,0.0046019902145428,0.020554906809015,0.224283480303439,0.000520094533874013,0.049622748386615,1.22173713837963
"193","Irak1",-0.427078754262192,0.00000459543936962695,0.0000534940835309885,-0.359529016526666,0.00131092250515432,0.0787944211104716,1.18788396660751
"194","Morf4l2",-0.280589669699162,0.0172907989969046,0.0596467190412328,-0.102179677465648,0.00599491806746938,0.160127603944494,2.74604184176932
"195","Tenm3",-0.771638013525975,7.17092554252623e-07,0.0000102676727351648,-0.257403512731427,0.0230659977238005,0.316201798761934,2.99777576979338
"196","Dnaja2",-0.37627350819856,0.000725934663729974,0.00442029263675982,-0.107235588945068,0.0265359062412148,0.337575706685555,3.50884917871163
